nonsmoker_sample_means
9190.88629538
7909.4446968
9094.962547000001
9310.301819
8575.43247438
7240.801560600001
7798.830220000001
9712.054218199999
8406.5014558
9048.152667800001
7666.528724
8435.0588434
8359.826558800001
8294.5230514
7785.278149399999
9785.0293478
8859.1376586
9210.124506999999
9081.2204484
9893.626230799999
7696.464707799999
7918.051434599999
7727.661942000001
7838.5881958
8343.767543
8956.119026999999
9057.361367
7092.981187380001
8120.915994800001
8606.499870399999
9207.9099858
7290.5286158
8741.8890068
8479.3846276
8869.467764399998
8086.9180234000005
8668.99792898
8268.908987199999
9320.0570598
8918.2747032
8522.7146054
8052.014361799999
8124.2673350000005
7675.1135984
6941.533112199999
8948.5214874
8763.3257292
8517.6930036
8550.463717999999
9311.321995999999
9509.0772388
7882.501529799999
9368.169299
9332.343886800001
6558.8323364
7103.3463424
8372.262799799999
8498.037509000002
7345.864255000001
7859.4029984
8389.7253306
7605.9624688
8899.029271
9024.7066526
7400.208900799999
9300.7102344
7278.353430799999
7884.332348000001
8316.8732192
9048.792032000001
8844.1001234
9466.817792599999
9092.5969434
7895.876449599999
9036.384071
8583.7251226
9117.135471
9403.72720438
7568.854053
9168.689543
8624.958552999999
7583.766672000001
8026.1825086
7487.404296199999
8382.984483
7677.4089527999995
8304.887758800001
8802.305674
7752.4113535999995
9418.7983348
9166.862227
8643.152710600001
7257.1965444
7928.899321799999
8074.99194698
8527.3319252
8590.3674052
9397.710823399999
9714.53441878
9906.5524964
7322.6407816
8442.6617744
9287.7941218
10166.7322356
9658.710517200001
8495.6014314
8331.7425498
8044.445668199999
8988.596488199999
9006.0376306
7508.597791800001
8079.6107724
10013.8716586
7478.160625199999
9692.4652114
7229.2803518
7983.986300400001
8979.9590978
7868.1726764
8601.794144599999
9933.747170399998
9774.808111600001
9272.82248
8498.505004
8612.194301
7405.657049599999
8441.0245736
8468.71617178
8610.3826658
9860.904009
7422.7264092000005
8678.0803984
7401.4513096
9902.892899800001
7897.082743199999
8201.061954600002
8879.4804348
8017.845359399999
7843.125919
8536.3227116
8785.127472999999
8750.716946399998
7682.6323145999995
9517.2105186
7791.693174200001
8420.0404652
8890.0482482
8651.904381
8305.0337528
8069.566740199999
8440.8901348
8859.0208664
7182.9239454
7540.400765400001
9166.3964098
7815.708957400001
7707.310555
7729.999854199999
7981.455563400002
7064.365664599999
8362.70727418
7023.9775698
8652.556754000001
9022.647808599999
8109.1475948
6712.7899946
9122.076511199999
8985.8725046
8075.6472976000005
9004.37491038
8171.167783399999
8954.72530778
9250.2545808
9263.794758799999
7834.736513
8640.0023804
8667.8345432
10061.819304179999
9011.1672538
7438.067283779999
8270.532904400001
7745.726704179999
7263.224499599999
7408.8202482
8711.4213308
6907.7799514
8939.7719014
7398.338748
8628.673790800001
9198.259619
8019.601895399999
9396.910840399998
8578.161620580002
7498.7140052
8879.180952
8687.704586000002
8442.6788324
9001.06234318
7287.2485086000015
9700.147614
9729.825129
7955.2660154000005
8657.222419200001
8019.9977426
8114.5525081999995
8087.4798814000005
6815.322662200001
8974.568873199998
7145.8138094000005
9223.7600154
7544.611592600001
8498.4289806
8343.429815200001
7544.767756599999
8065.6147014
8653.6177174
10380.1397452
9335.307213180002
8217.134591
7638.7538064
9093.652823
7917.7939658000005
9601.2731126
10129.0138914
8808.147400599999
6939.4189295999995
9140.1851362
9166.919836399999
8532.99473038
7208.601635999999
6869.462860000001
7283.2126576
7144.577316000001
10072.8518152
9303.63064418
8802.1444644
8920.793528
10742.104068
9041.840745799998
7563.952599800001
8746.1978012
9742.9210458
9695.9777174
7814.5790976
8130.3901903999995
7545.559891180001
8084.23959138
9090.746552000002
8615.236439
8282.3981422
9037.2416898
8756.0233526
9486.351521399998
7488.743186399999
8837.348194600001
8541.304416
8322.2560644
7139.5996738
8557.8032618
8415.4077638
9416.323848380001
8199.1888214
7889.4490286
8226.4685326
8455.1744
9326.009337399999
9686.1613838
7689.0199696
7862.060365
7508.8080458
7654.3833476
9364.480636400001
9385.7026816
8325.46505298
7852.2861734
8933.0285496
7985.093033200001
7963.1469334
8084.4397568
8492.300798799999
8148.133497999999
9320.0397876
6635.5137306
8857.1108534
9720.8395852
9330.725767400001
7662.733253199999
9350.04368018
8197.04846518
8797.722233
8492.3892308
8662.751368379999
7506.070266599999
8067.300118800002
7292.871966599999
8054.3608288
8129.6375204000005
8611.417980799999
7523.033406999999
8686.4335974
8085.5891006
7760.738659399998
8081.351864599998
8105.143205380001
7846.4173186
8876.7442172
8869.2280412
8793.4603244
8803.7203814
7405.204213800001
8811.376015400001
8714.75934
8080.515443599999
7823.6909972
8251.644508399999
7170.5598808
8978.9455004
8259.4561364
9668.861073999999
7674.441969999999
8953.5725322
9082.3985318
6481.152704400001
9634.2625086
8266.7455896
10008.5337662
7598.4026004
9275.6218794
7848.7947128
8349.991005999998
8435.639313599999
8013.6329024000015
8247.977086980001
8542.054612200001
7840.088142000001
7068.0869950000015
6870.0982412
9481.923914
